"Date","Price","Open","High","Low","Vol.","Change %"
"02/10/2020","146.45","148.67","148.89","146.45","","-1.49%"
"02/07/2020","148.67","149.65","150.57","148.67","","-0.65%"
"02/06/2020","149.65","151.50","151.55","149.65","","-1.22%"
"02/05/2020","151.50","152.20","152.20","151.50","","-0.46%"
"02/04/2020","152.20","152.11","152.47","152.11","","0.46%"
"02/03/2020","151.50","152.79","152.79","151.50","","-0.84%"
"01/31/2020","152.79","152.85","152.85","152.79","","-0.04%"
"01/30/2020","152.85","152.33","152.89","152.33","","0.34%"
"01/29/2020","152.33","152.29","152.89","152.29","","0.03%"
"01/28/2020","152.29","152.68","152.68","152.29","","-0.26%"
"01/27/2020","152.68","153.45","153.49","152.68","","-0.50%"
"01/24/2020","153.45","152.38","153.78","152.38","","0.70%"
"01/23/2020","152.38","151.84","152.67","151.84","","0.36%"
"01/22/2020","151.84","151.78","152.50","151.78","","0.04%"
"01/21/2020","151.78","151.80","152.28","151.78","","-0.01%"
"01/20/2020","151.80","150.89","152.11","151.80","","0.60%"
"01/17/2020","150.89","149.12","151.11","150.89","","1.19%"
"01/16/2020","149.12","149.58","149.87","149.12","","-0.31%"
"01/15/2020","149.58","147.83","149.58","149.58","","1.18%"
"01/14/2020","147.83","148.14","148.99","147.83","","-0.21%"
"01/13/2020","148.14","148.29","148.56","148.14","","-0.10%"
"01/10/2020","148.29","149.15","149.21","148.29","","-0.58%"
"01/09/2020","149.15","147.78","149.47","147.78","","0.93%"
"01/08/2020","147.78","150.67","151.08","147.78","","-1.92%"
"01/07/2020","150.67","154.28","154.35","150.67","","-2.34%"
"01/06/2020","154.28","156.59","156.59","154.28","","-1.48%"
"01/03/2020","156.59","157.49","157.49","156.59","","-0.57%"
"01/02/2020","157.49","159.24","159.38","157.49","","-1.10%"
"12/31/2019","159.24","157.12","159.24","157.12","","1.35%"
"12/30/2019","157.12","157.46","157.55","157.12","","-0.22%"
"12/27/2019","157.46","153.29","157.46","157.46","","2.72%"
"12/26/2019","153.29","152.61","153.29","152.61","","0.45%"
"12/24/2019","152.61","147.39","152.61","147.39","","3.54%"
"12/23/2019","147.39","143.71","147.43","147.39","","2.56%"
"12/20/2019","143.71","143.15","143.92","143.71","","0.39%"
"12/19/2019","143.15","142.34","143.15","142.34","","0.57%"
"12/18/2019","142.34","142.36","142.36","142.34","","-0.01%"
"12/17/2019","142.36","141.89","142.52","141.89","","0.33%"
"12/16/2019","141.89","141.06","141.89","141.06","","0.59%"
"12/13/2019","141.06","141.12","141.44","141.06","","-0.04%"
"12/12/2019","141.12","141.50","141.55","141.12","","-0.27%"
"12/11/2019","141.50","140.45","141.65","140.45","","0.75%"
"12/10/2019","140.45","141.30","141.32","140.45","","-0.60%"
"12/09/2019","141.30","141.91","141.91","141.30","","-0.43%"
"12/06/2019","141.91","140.94","141.91","140.94","","0.69%"
"12/05/2019","140.94","141.38","141.38","140.94","","-0.31%"
"12/04/2019","141.38","141.49","141.51","141.38","","-0.08%"
"12/03/2019","141.49","141.92","141.92","141.06","","-0.30%"
"12/02/2019","141.92","141.68","141.95","141.68","","0.17%"
"11/29/2019","141.68","141.03","141.68","141.03","","0.46%"
"11/28/2019","141.03","140.85","141.12","140.85","","0.13%"
"11/27/2019","140.85","140.73","140.85","140.73","","0.09%"
"11/26/2019","140.73","140.09","140.78","140.03","","0.46%"
"11/25/2019","140.09","140.39","140.44","139.43","","-0.21%"
"11/22/2019","140.39","139.53","140.39","139.18","","0.62%"
"11/21/2019","139.53","139.59","139.98","138.48","","-0.04%"
"11/20/2019","139.59","139.55","139.98","139.43","","0.03%"
"11/19/2019","139.55","139.84","139.93","139.31","","-0.21%"
"11/18/2019","139.84","139.80","140.52","139.56","","0.03%"
"11/14/2019","139.80","139.97","140.72","139.80","","-0.12%"
"11/13/2019","139.97","141.32","141.32","139.90","","-0.96%"
"11/12/2019","141.32","140.90","141.39","140.74","","0.30%"
"11/11/2019","140.90","141.82","142.22","140.90","","-0.65%"
"11/08/2019","141.82","142.19","142.19","141.45","","-0.26%"
"11/07/2019","142.19","141.94","142.22","141.20","","0.18%"
"11/06/2019","141.94","140.75","142.15","139.98","","0.85%"
"11/05/2019","140.75","140.99","141.06","139.67","","-0.17%"
"11/04/2019","140.99","141.87","142.15","140.39","","-0.62%"
"10/31/2019","141.87","141.78","142.45","141.73","","0.06%"
"10/30/2019","141.78","141.70","141.89","140.67","","0.06%"
"10/29/2019","141.70","142.15","142.15","141.18","","-0.32%"
"10/28/2019","142.15","141.77","142.28","141.07","","0.27%"
"10/25/2019","141.77","141.54","141.77","140.65","","0.16%"
"10/24/2019","141.54","141.80","141.84","140.73","","-0.18%"
"10/23/2019","141.80","141.44","141.80","140.60","","0.25%"
"10/22/2019","141.44","141.20","141.44","140.31","","0.17%"
"10/21/2019","141.20","141.02","141.34","140.00","","0.13%"
"10/18/2019","141.02","139.66","141.04","139.66","","0.97%"
"10/17/2019","139.66","140.70","141.17","139.66","","-0.74%"
"10/16/2019","140.70","140.22","141.01","139.87","","0.34%"
"10/15/2019","140.22","139.99","140.22","139.05","","0.16%"
"10/14/2019","139.99","140.00","140.36","139.27","","-0.01%"
"10/11/2019","140.00","139.61","140.00","138.95","","0.28%"
"10/10/2019","139.61","139.04","139.90","138.85","","0.41%"
"10/09/2019","139.04","140.19","140.19","138.58","","-0.82%"
"10/08/2019","140.19","141.40","141.52","139.74","","-0.86%"
"10/07/2019","141.40","142.35","142.43","140.84","","-0.67%"
"10/04/2019","142.35","142.05","142.35","141.31","","0.21%"
"10/03/2019","142.05","141.16","142.07","140.17","","0.63%"
"10/02/2019","141.16","141.91","142.07","141.01","","-0.53%"
"10/01/2019","141.91","142.40","142.55","141.46","","-0.34%"
"09/30/2019","142.40","142.84","143.00","141.64","","-0.31%"
"09/27/2019","142.84","142.00","142.98","141.22","","0.59%"
"09/26/2019","142.00","143.83","143.98","142.00","","-1.27%"
"09/25/2019","143.83","144.02","144.02","143.21","","-0.13%"
"09/24/2019","144.02","145.18","145.26","142.94","","-0.80%"
"09/23/2019","145.18","146.32","146.32","144.31","","-0.78%"
"09/20/2019","146.32","145.89","146.34","144.97","","0.29%"
"09/19/2019","145.89","146.55","147.04","145.65","","-0.45%"
"09/18/2019","146.55","147.86","147.86","145.22","","-0.89%"
"09/17/2019","147.86","148.86","148.96","146.63","","-0.67%"
"09/16/2019","148.86","148.85","148.88","147.29","","0.01%"
"09/13/2019","148.85","148.48","148.87","147.87","","0.25%"
"09/12/2019","148.48","148.94","149.15","148.25","","-0.31%"
"09/11/2019","148.94","149.61","150.73","148.54","","-0.45%"
"09/10/2019","149.61","150.44","151.29","149.33","","-0.55%"
"09/09/2019","150.44","151.15","151.15","149.97","","-0.47%"
"09/06/2019","151.15","151.92","152.60","150.73","","-0.51%"
"09/05/2019","151.92","151.13","152.05","150.88","","0.52%"
"09/04/2019","151.13","151.26","151.72","150.77","","-0.09%"
"09/03/2019","151.26","150.52","151.32","150.04","","0.49%"
"09/02/2019","150.52","153.11","153.11","150.52","","-1.69%"
"08/30/2019","153.11","153.54","153.54","152.39","","-0.28%"
"08/29/2019","153.54","153.63","154.30","152.91","","-0.06%"
"08/28/2019","153.63","153.73","154.19","152.93","","-0.07%"
"08/27/2019","153.73","153.91","154.36","153.53","","-0.12%"
"08/26/2019","153.91","153.97","154.30","153.70","","-0.04%"
"08/23/2019","153.97","154.04","154.31","153.80","","-0.05%"
"08/22/2019","154.04","153.68","154.04","153.07","","0.23%"
"08/21/2019","153.68","153.95","154.64","153.03","","-0.18%"
"08/20/2019","153.95","155.21","155.54","153.95","","-0.81%"
"08/19/2019","155.21","155.26","155.38","154.06","","-0.03%"
"08/16/2019","155.26","155.80","156.24","155.01","","-0.35%"
"08/14/2019","155.80","156.23","156.62","155.67","","-0.28%"
"08/13/2019","156.23","157.17","157.17","155.62","","-0.60%"
"08/09/2019","157.17","156.16","157.77","155.43","","0.65%"
"08/08/2019","156.16","156.50","157.94","156.04","","-0.22%"
"08/06/2019","156.50","156.36","156.97","155.55","","0.09%"
"08/05/2019","156.36","156.49","157.18","156.06","","-0.08%"
"08/02/2019","156.49","157.15","157.43","156.41","","-0.42%"
"08/01/2019","157.15","157.30","157.93","156.45","","-0.10%"
"07/31/2019","157.30","156.25","157.51","155.36","","0.67%"
"07/30/2019","156.25","155.55","156.62","154.82","","0.45%"
"07/29/2019","155.55","155.68","156.41","154.38","","-0.08%"
"07/26/2019","155.68","155.99","156.43","155.09","","-0.20%"
"07/25/2019","155.99","155.47","156.95","155.09","","0.33%"
"07/24/2019","155.47","155.14","155.60","155.14","","0.21%"
"07/23/2019","155.14","156.24","156.44","154.79","","-0.70%"
"07/22/2019","156.24","157.08","157.23","154.89","","-0.53%"
"07/19/2019","157.08","155.09","157.08","154.74","","1.28%"
"07/18/2019","155.09","154.50","155.44","154.45","","0.38%"
"07/17/2019","154.50","155.18","155.54","154.50","","-0.44%"
"07/16/2019","155.18","155.52","155.91","154.64","","-0.22%"
"07/15/2019","155.52","155.93","156.37","154.95","","-0.26%"
"07/12/2019","155.93","155.91","156.37","155.71","","0.01%"
"07/11/2019","155.91","156.14","156.33","154.86","","-0.15%"
"07/10/2019","156.14","156.38","156.53","155.96","","-0.15%"
"07/09/2019","156.38","156.35","156.52","155.86","","0.02%"
"07/08/2019","156.35","156.79","156.79","154.81","","-0.28%"
"07/05/2019","156.79","157.00","157.00","155.76","","-0.13%"
"07/04/2019","157.00","156.89","157.18","155.55","","0.07%"
"07/03/2019","156.89","157.63","157.63","156.12","","-0.47%"
"07/02/2019","157.63","157.98","157.98","157.25","","-0.22%"
"07/01/2019","157.98","157.79","158.29","157.56","","0.12%"
"06/28/2019","157.79","158.26","158.40","157.35","","-0.30%"
"06/27/2019","158.26","157.73","158.26","156.33","","0.34%"
"06/26/2019","157.73","156.35","157.76","155.69","","0.88%"
"06/25/2019","156.35","157.73","157.74","156.35","","-0.87%"
"06/24/2019","157.73","157.50","157.74","157.50","","-0.48%"
"06/21/2019","158.49","158.61","158.61","157.65","","-0.08%"
"06/20/2019","158.61","158.86","159.06","158.30","","-0.16%"
"06/19/2019","158.86","159.27","159.27","158.15","","-0.26%"
"06/18/2019","159.27","159.37","160.14","159.06","","-0.28%"
"06/17/2019","159.71","160.38","160.38","159.40","","-0.42%"
"06/14/2019","160.38","160.27","160.60","159.44","","0.07%"
"06/13/2019","160.27","161.10","161.43","159.66","","-0.52%"
"06/12/2019","161.10","160.86","161.67","160.44","","0.15%"
"06/11/2019","160.86","161.47","161.68","160.05","","-0.38%"
"06/07/2019","161.47","160.44","161.57","160.30","","0.64%"
"06/06/2019","160.44","160.93","161.44","160.08","","-0.30%"
"06/05/2019","160.93","161.02","161.12","160.12","","-0.11%"
"06/03/2019","161.10","162.88","162.88","160.85","","-1.09%"
"05/31/2019","162.88","162.74","162.99","162.36","","0.09%"
"05/29/2019","162.74","163.75","163.75","162.23","","-0.62%"
"05/28/2019","163.75","164.01","164.05","162.45","","-0.16%"
"05/27/2019","164.01","163.89","164.06","163.08","","0.07%"
"05/24/2019","163.89","163.92","165.00","163.39","","-0.02%"
"05/23/2019","163.92","164.57","164.57","163.00","","-0.39%"
"05/22/2019","164.57","165.06","165.40","164.41","","-0.69%"
"05/21/2019","165.72","165.19","165.72","164.54","","0.32%"
"05/20/2019","165.19","166.61","166.61","164.86","","-0.85%"
"05/17/2019","166.61","167.48","168.38","165.64","","-0.52%"
"05/16/2019","167.48","167.43","168.05","166.16","","0.03%"
"05/15/2019","167.43","167.85","167.95","166.81","","-0.25%"
"05/14/2019","167.85","168.01","168.31","167.55","","-0.10%"
"05/13/2019","168.01","170.41","170.41","164.81","","-1.41%"
"05/10/2019","170.41","175.32","175.32","170.33","","-2.80%"
"05/09/2019","175.32","175.77","175.77","174.03","","-0.26%"
"05/08/2019","175.77","176.23","176.80","174.67","","-0.26%"
"05/07/2019","176.23","174.44","176.23","172.91","","1.03%"
"05/06/2019","174.44","176.21","176.77","174.43","","-1.00%"
"05/03/2019","176.21","176.87","176.87","175.37","","-0.37%"
"05/02/2019","176.87","176.85","176.87","174.34","","0.01%"
"04/30/2019","176.85","174.49","176.85","174.49","","1.35%"
"04/29/2019","174.49","176.31","176.31","174.49","","-1.03%"
"04/26/2019","176.31","175.55","176.35","174.37","","0.43%"
"04/25/2019","175.55","175.91","175.98","174.83","","-0.20%"
"04/24/2019","175.91","175.74","175.91","174.09","","0.10%"
"04/23/2019","175.74","173.73","175.74","173.48","","1.16%"
"04/19/2019","173.73","174.35","174.46","173.31","","-0.36%"
"04/18/2019","174.35","175.25","175.72","173.58","","-0.51%"
"04/17/2019","175.25","173.75","175.54","173.69","","0.86%"
"04/16/2019","173.75","173.10","174.87","172.67","","0.38%"
"04/15/2019","173.10","174.28","174.96","173.10","","-0.45%"
"04/12/2019","173.89","174.73","175.79","173.54","","-0.48%"
"04/11/2019","174.73","175.43","175.83","174.57","","-0.40%"
"04/10/2019","175.43","176.01","176.19","174.13","","-0.33%"
"04/09/2019","176.01","175.16","176.01","173.82","","0.49%"
"04/08/2019","175.16","174.70","175.89","174.57","","0.26%"
"04/05/2019","174.70","173.79","175.23","173.50","","0.52%"
"04/04/2019","173.79","172.13","174.26","171.72","","0.96%"
"04/03/2019","172.13","171.50","172.49","171.44","","-0.18%"
"04/02/2019","172.44","172.57","172.84","171.50","","-0.08%"
"04/01/2019","172.57","174.50","174.50","172.28","","-1.11%"
"03/29/2019","174.50","175.45","175.79","172.86","","-0.54%"
"03/28/2019","175.45","175.86","176.21","174.12","","-0.23%"
"03/27/2019","175.86","176.99","177.27","174.80","","-0.64%"
"03/26/2019","176.99","177.17","178.36","176.83","","-0.10%"
"03/25/2019","177.17","177.81","177.81","176.43","","-0.36%"
"03/22/2019","177.81","177.28","177.83","176.38","","0.30%"
"03/21/2019","177.28","177.15","177.43","176.14","","0.07%"
"03/20/2019","177.15","174.64","177.15","174.55","","1.44%"
"03/19/2019","174.64","174.44","175.41","173.32","","0.11%"
"03/18/2019","174.44","173.96","174.45","173.11","","0.28%"
"03/15/2019","173.96","174.62","174.73","173.39","","-0.38%"
"03/14/2019","174.62","172.88","174.62","172.63","","1.01%"
"03/13/2019","172.88","172.82","173.53","171.93","","0.03%"
"03/12/2019","172.82","174.15","174.30","172.82","","-0.76%"
"03/11/2019","174.15","174.88","175.38","172.76","","-0.42%"
"03/08/2019","174.88","174.95","175.21","173.84","","-0.04%"
"03/07/2019","174.95","175.60","175.60","173.68","","-0.37%"
"03/06/2019","175.60","176.90","177.94","174.44","","-0.73%"
"03/05/2019","176.90","178.73","178.88","176.82","","-1.02%"
"03/04/2019","178.73","178.72","178.74","177.02","","0.01%"
"03/01/2019","178.72","178.72","178.72","178.72","","-0.24%"
"02/28/2019","179.15","179.15","179.15","179.15","","2.83%"
"02/27/2019","174.22","174.22","174.22","174.22","","0.68%"
"02/26/2019","173.05","173.05","173.05","173.05","","2.35%"
"02/25/2019","169.08","169.08","169.08","169.08","","0.69%"
"02/22/2019","167.92","167.92","167.92","167.92","","0.86%"
"02/21/2019","166.49","166.49","166.49","166.49","","-0.79%"
"02/20/2019","167.82","167.82","167.82","167.82","","0.16%"
"02/19/2019","167.55","167.55","167.55","167.55","","-0.01%"
"02/18/2019","167.56","167.56","167.56","167.56","","-0.05%"
"02/15/2019","167.64","167.64","167.64","167.64","","-0.12%"
"02/14/2019","167.84","167.84","167.84","167.84","","-0.05%"
"02/13/2019","167.92","167.92","167.92","167.92","","-0.31%"
"02/12/2019","168.44","168.44","168.44","168.44","","0.60%"
"02/11/2019","167.43","167.43","167.43","167.43","","0.12%"
"02/08/2019","167.23","167.23","167.23","167.23","","-0.50%"
"02/07/2019","168.07","168.07","168.07","168.07","","1.77%"
"02/06/2019","165.14","165.14","165.14","165.14","","0.01%"
"02/05/2019","165.12","165.12","165.12","165.12","","-0.01%"
"02/04/2019","165.13","165.13","165.13","165.13","","-0.18%"
"02/01/2019","165.42","165.42","165.42","165.42","","-0.70%"
"01/31/2019","166.59","166.59","166.59","166.59","","0.35%"
"01/30/2019","166.01","166.01","166.01","166.01","","1.07%"
"01/29/2019","164.25","164.25","164.25","164.25","","-0.46%"
"01/28/2019","165.01","165.01","165.01","165.01","","-0.08%"
"01/25/2019","165.14","165.14","165.14","165.14","","0.46%"
"01/24/2019","164.38","164.38","164.38","164.38","","0.35%"
"01/23/2019","163.81","163.81","163.81","163.81","","-1.09%"
"01/22/2019","165.62","165.62","165.62","165.62","","-0.10%"
"01/21/2019","165.79","165.79","165.79","165.79","","-0.18%"
"01/18/2019","166.09","166.09","166.09","166.09","","0.34%"
"01/17/2019","165.52","165.52","165.52","165.52","","-0.56%"
"01/16/2019","166.46","166.46","166.46","166.46","","0.19%"
"01/15/2019","166.15","166.15","166.15","166.15","","-0.94%"
"01/14/2019","167.73","167.73","167.73","167.73","","-0.96%"
"01/11/2019","169.35","169.35","169.35","169.35","","-0.21%"
"01/10/2019","169.71","169.71","169.71","169.71","","-0.01%"
"01/09/2019","169.72","169.72","169.72","169.72","","-0.55%"
"01/08/2019","170.66","170.66","170.66","170.66","","-1.13%"
"01/07/2019","172.61","172.61","172.61","172.61","","-1.05%"
"01/04/2019","174.45","174.45","174.45","174.45","","0.27%"
"01/03/2019","173.98","173.98","173.98","173.98","","1.31%"
"01/02/2019","171.73","171.73","171.73","171.73","","-0.30%"
"12/31/2018","172.24","172.24","172.24","172.24","","-2.76%"
"12/28/2018","177.12","177.12","177.12","177.12","","0.44%"
"12/27/2018","176.35","176.35","176.35","176.35","","1.73%"
"12/26/2018","173.35","173.35","173.35","173.35","","1.92%"
"12/24/2018","170.08","170.08","170.08","170.08","","1.47%"
"12/21/2018","167.61","167.61","167.61","167.61","","2.11%"
"12/20/2018","164.14","164.14","164.14","164.14","","-1.38%"
"12/19/2018","166.44","166.44","166.44","166.44","","-1.85%"
"12/18/2018","169.57","169.57","169.57","169.57","","0.35%"
"12/17/2018","168.98","168.98","168.98","168.98","","-0.42%"
"12/14/2018","169.69","169.69","169.69","169.69","","-0.32%"
"12/13/2018","170.24","170.24","170.24","170.24","","-0.38%"
"12/12/2018","170.89","170.89","170.89","170.89","","1.26%"
"12/11/2018","168.76","168.76","168.76","168.76","","0.62%"
"12/10/2018","167.72","167.72","167.72","167.72","","0.46%"
"12/07/2018","166.95","166.95","166.95","166.95","","1.79%"
"12/06/2018","164.02","164.02","164.02","164.02","","-0.24%"
"12/05/2018","164.42","164.42","164.42","164.42","","0.24%"
"12/04/2018","164.02","164.02","164.02","164.02","","-0.62%"
"12/03/2018","165.04","165.04","165.04","165.04","","-0.87%"
"11/30/2018","166.49","166.49","166.49","166.49","","0.84%"
"11/29/2018","165.10","165.10","165.10","165.10","","-0.66%"
"11/28/2018","166.19","166.19","166.19","166.19","","0.40%"
"11/27/2018","165.52","165.52","165.52","165.52","","0.22%"
"11/26/2018","165.15","165.15","165.15","165.15","","-1.63%"
"11/23/2018","167.88","167.88","167.88","167.88","","-0.30%"
"11/22/2018","168.38","168.38","168.38","168.38","","-0.75%"
"11/21/2018","169.65","169.65","169.65","169.65","","-0.46%"
"11/19/2018","170.44","170.44","170.44","170.44","","-1.10%"
"11/16/2018","172.34","172.34","172.34","172.34","","-0.50%"
"11/14/2018","173.20","173.20","173.20","173.20","","0.15%"
"11/13/2018","172.94","172.94","172.94","172.94","","-0.55%"
"11/12/2018","173.89","173.89","173.89","173.89","","-0.79%"
"11/09/2018","175.27","175.27","175.27","175.27","","0.44%"
"11/08/2018","174.51","174.51","174.51","174.51","","-0.62%"
"11/07/2018","175.59","175.59","175.59","175.59","","-0.27%"
"11/06/2018","176.06","176.06","176.06","176.06","","0.08%"
"11/05/2018","175.92","175.92","175.92","175.92","","-0.38%"
"11/02/2018","176.59","176.59","176.59","176.59","","-0.51%"
"10/31/2018","177.50","177.50","177.50","177.50","","1.35%"
"10/30/2018","175.14","175.14","175.14","175.14","","-0.65%"
"10/29/2018","176.29","176.29","176.29","176.29","","-0.45%"
"10/26/2018","177.08","177.08","177.08","177.08","","-0.53%"
"10/25/2018","178.03","178.03","178.03","178.03","","-0.22%"
"10/24/2018","178.42","178.42","178.42","178.42","","-0.41%"
"10/23/2018","179.16","179.16","179.16","179.16","","-0.87%"
"10/22/2018","180.74","180.74","180.74","180.74","","-0.47%"
"10/19/2018","181.59","181.59","181.59","181.59","","-0.10%"
"10/18/2018","181.77","181.77","181.77","181.77","","-0.53%"
"10/17/2018","182.74","182.74","182.74","182.74","","-0.08%"
"10/16/2018","182.88","182.88","182.88","182.88","","-2.10%"
"10/15/2018","186.80","186.80","186.80","186.80","","-0.11%"
"10/12/2018","187.00","187.00","187.00","187.00","","-0.52%"
"10/11/2018","187.97","187.97","187.97","187.97","","-0.72%"
"10/10/2018","189.34","189.34","189.34","189.34","","0.01%"
"10/09/2018","189.32","189.32","189.32","189.32","","0.55%"
"10/08/2018","188.28","188.28","188.28","188.28","","-1.31%"
"10/05/2018","190.77","190.77","190.77","190.77","","0.04%"
"10/04/2018","190.69","190.69","190.69","190.69","","-0.59%"
"10/03/2018","191.82","191.82","191.82","191.82","","0.27%"
"10/02/2018","191.31","191.31","191.31","191.31","","-0.88%"
"10/01/2018","193.01","193.01","193.01","193.01","","-0.24%"
"09/28/2018","193.47","193.47","193.47","193.47","","0.67%"
"09/27/2018","192.19","192.19","192.19","192.19","","-0.15%"
"09/26/2018","192.47","192.47","192.47","192.47","","-0.01%"
"09/25/2018","192.48","192.48","192.48","192.48","","0.01%"
"09/24/2018","192.46","192.46","192.46","192.46","","-0.58%"
"09/21/2018","193.59","193.59","193.59","193.59","","-0.11%"
"09/20/2018","193.81","193.81","193.81","193.81","","-0.26%"
"09/19/2018","194.31","194.31","194.31","194.31","","0.36%"
"09/18/2018","193.62","193.62","193.62","193.62","","-0.22%"
"09/17/2018","194.05","194.05","194.05","194.05","","-1.40%"
"09/14/2018","196.80","196.80","196.80","196.80","","0.00%"
"09/13/2018","196.80","196.80","196.80","196.80","","-0.97%"
"09/12/2018","198.72","198.72","198.72","198.72","","-0.26%"
"09/11/2018","199.24","199.24","199.24","199.24","","-0.68%"
"09/10/2018","200.61","200.61","200.61","200.61","","-0.47%"
"09/07/2018","201.56","201.56","201.56","201.56","","-0.62%"
"09/06/2018","202.81","202.81","202.81","202.81","","-0.38%"
"09/05/2018","203.58","203.58","203.58","203.58","","-0.75%"
"09/04/2018","205.12","205.12","205.12","205.12","","0.29%"
"09/03/2018","204.52","204.52","204.52","204.52","","-1.05%"
"08/31/2018","206.68","206.68","206.68","206.68","","-0.06%"
"08/30/2018","206.81","206.81","206.81","206.81","","-0.16%"
"08/29/2018","207.14","207.14","207.14","207.14","","0.19%"
"08/28/2018","206.74","206.74","206.74","206.74","","0.37%"
"08/27/2018","205.98","205.98","205.98","205.98","","0.20%"
"08/24/2018","205.56","205.56","205.56","205.56","","-0.11%"
"08/23/2018","205.79","205.79","205.79","205.79","","0.04%"
"08/22/2018","205.71","205.71","205.71","205.71","","0.20%"
"08/20/2018","205.29","205.29","205.29","205.29","","-0.56%"
"08/17/2018","206.45","206.45","206.45","206.45","","-0.02%"
"08/16/2018","206.49","206.49","206.49","206.49","","-1.20%"
"08/14/2018","209.00","209.00","209.00","209.00","","0.24%"
"08/13/2018","208.50","208.50","208.50","208.50","","0.02%"
"08/10/2018","208.45","208.45","208.45","208.45","","-0.08%"
"08/09/2018","208.62","208.62","208.62","208.62","","-0.81%"
"08/08/2018","210.32","210.32","210.32","210.32","","0.04%"
"08/03/2018","210.24","210.24","210.24","210.24","","-0.46%"
"08/02/2018","211.21","211.21","211.21","211.21","","-0.39%"
"08/01/2018","212.03","212.03","212.03","212.03","","-0.23%"
"07/31/2018","212.51","212.51","212.51","212.51","","0.37%"
"07/30/2018","211.73","211.73","211.73","211.73","","-0.78%"
"07/27/2018","213.39","213.39","213.39","213.39","","0.32%"
"07/26/2018","212.71","212.71","212.71","212.71","","0.10%"
"07/25/2018","212.50","212.50","212.50","212.50","","-0.16%"
"07/24/2018","212.83","212.83","212.83","212.83","","0.17%"
"07/23/2018","212.47","212.47","212.47","212.47","","-0.71%"
"07/20/2018","214.00","214.00","214.00","214.00","","-0.65%"
"07/19/2018","215.41","215.41","215.41","215.41","","-0.59%"
"07/18/2018","216.69","216.69","216.69","216.69","","0.20%"
"07/17/2018","216.26","216.26","216.26","216.26","","-0.12%"
"07/16/2018","216.51","216.51","216.51","216.51","","0.23%"
"07/13/2018","216.02","216.02","216.02","216.02","","0.02%"
"07/12/2018","215.98","215.98","215.98","215.98","","-0.51%"
"07/11/2018","217.08","217.08","217.08","217.08","","-0.33%"
"07/10/2018","217.79","217.79","217.79","217.79","","0.00%"
"07/09/2018","217.80","217.80","217.80","217.80","","-0.46%"
"07/06/2018","218.80","218.80","218.80","218.80","","-0.31%"
"07/05/2018","219.47","219.47","219.47","219.47","","-0.45%"
"07/04/2018","220.46","220.46","220.46","220.46","","-0.28%"
"07/03/2018","221.09","221.09","221.09","221.09","","0.72%"
"07/02/2018","219.51","219.51","219.51","219.51","","-0.83%"
"06/29/2018","221.35","221.35","221.35","221.35","","0.59%"
"06/28/2018","220.06","220.06","220.06","220.06","","0.52%"
"06/27/2018","218.93","218.93","218.93","218.93","","0.21%"
"06/26/2018","218.47","218.47","218.47","218.47","","0.42%"
"06/25/2018","217.56","217.56","217.56","217.56","","-0.56%"
"06/22/2018","218.79","218.79","218.79","218.79","","0.20%"
"06/21/2018","218.36","218.36","218.36","218.36","","-0.82%"
"06/20/2018","220.16","220.16","220.16","220.16","","0.06%"
"06/19/2018","220.03","220.03","220.03","220.03","","0.59%"
"06/18/2018","218.73","218.73","218.73","218.73","","-0.23%"
"06/15/2018","219.24","219.24","219.24","219.24","","0.09%"
"06/13/2018","219.04","219.04","219.04","219.04","","0.29%"
"06/12/2018","218.41","218.41","218.41","218.41","","0.71%"
"06/08/2018","216.86","216.86","216.86","216.86","","-0.04%"
"06/07/2018","216.95","216.95","216.95","216.95","","-0.01%"
"06/06/2018","216.98","216.98","216.98","216.98","","-0.42%"
"06/05/2018","217.90","217.90","217.90","217.90","","0.46%"
"06/04/2018","216.91","216.91","216.91","216.91","","-0.37%"
"06/01/2018","217.72","217.72","217.72","217.72","","-0.31%"
"05/31/2018","218.39","218.39","218.39","218.39","","0.67%"
"05/30/2018","216.94","216.94","216.94","216.94","","-0.36%"
"05/29/2018","217.73","217.73","217.73","217.73","","-0.09%"
"05/28/2018","217.93","217.93","217.93","217.93","","-0.75%"
"05/25/2018","219.58","219.58","219.58","219.58","","0.60%"
"05/24/2018","218.27","218.27","218.27","218.27","","-0.36%"
"05/23/2018","219.05","219.05","219.05","219.05","","-0.63%"
"05/22/2018","220.44","220.44","220.44","220.44","","-0.56%"
"05/18/2018","221.69","221.69","221.69","221.69","","-0.57%"
"05/17/2018","222.95","222.95","222.95","222.95","","-1.79%"
"05/16/2018","227.02","227.02","227.02","227.02","","-0.61%"
"05/15/2018","228.42","228.42","228.42","228.42","","-0.16%"
"05/14/2018","228.78","228.78","228.78","228.78","","0.03%"
"05/11/2018","228.70","228.70","228.70","228.70","","-0.83%"
"05/09/2018","230.62","230.62","230.62","230.62","","-0.66%"
"05/08/2018","232.15","232.15","232.15","232.15","","-0.62%"
"05/07/2018","233.60","233.60","233.60","233.60","","-0.38%"
"05/04/2018","234.49","234.49","234.49","234.49","","-0.58%"
"05/03/2018","235.85","235.85","235.85","235.85","","-0.30%"
"05/02/2018","236.57","236.57","236.57","236.57","","-0.96%"
"04/30/2018","238.86","238.86","238.86","238.86","","1.28%"
"04/27/2018","235.83","235.83","235.83","235.83","","-0.29%"
"04/26/2018","236.51","236.51","236.51","236.51","","-0.43%"
